,precision,recall,f1-score,support
alureon,0.3198707592891761,0.6867052023121387,0.43644379132990446,865.0
banjori,1.0,1.0,1.0,865.0
bedep,0.59436913451512,0.6589595375722543,0.625,865.0
ccleaner,1.0,1.0,1.0,865.0
chinad,0.9467723669309174,0.9664739884393063,0.9565217391304348,865.0
corebot,1.0,0.9953757225433526,0.9976825028968713,865.0
cryptolocker,0.5446194225721784,0.4797687861271676,0.5101413644744929,865.0
dircrypt,0.30837988826815643,0.3190751445086705,0.31363636363636366,865.0
dyre,0.9988452655889145,1.0,0.999422299248989,865.0
fobber_v1,0.821944177093359,0.9872832369942196,0.8970588235294118,865.0
fobber_v2,0.32562277580071175,0.2115606936416185,0.2564821303433777,865.0
gozi_gpl,0.9402654867256637,0.9826589595375722,0.9609949123798756,865.0
gozi_luther,0.9402035623409669,0.8543352601156069,0.8952150211992732,865.0
gozi_nasa,0.8264781491002571,0.7433526011560694,0.7827145465611686,865.0
gozi_rfc4343,0.6893295561850803,0.8439306358381503,0.7588357588357588,865.0
kraken_v1,0.8029411764705883,0.63121387283237,0.7067961165048544,865.0
kraken_v2,0.5231316725978647,0.5098265895953757,0.5163934426229508,865.0
locky,0.6305732484076433,0.4578034682080925,0.5304755525787005,865.0
matsnu,0.9066523605150214,0.976878612716763,0.9404563160823595,865.0
murofet_v1,0.9840182648401826,0.9965317919075144,0.990235496840896,865.0
murofet_v2,0.8244937319189971,0.9884393063583815,0.8990536277602523,865.0
murofet_v3,1.0,0.991907514450867,0.9959373186302959,865.0
necurs,0.7022900763358778,0.5317919075144508,0.6052631578947368,865.0
nymaim,0.9434889434889435,0.8878612716763006,0.9148302561048243,865.0
padcrypt,0.9873563218390805,0.9930635838150289,0.9902017291066283,865.0
pizd,0.8370535714285714,0.8670520231213873,0.8517887563884157,865.0
proslikefan,0.5348571428571428,0.5410404624277456,0.5379310344827586,865.0
pushdo,0.9281705948372615,0.9560693641618497,0.9419134396355353,865.0
pykspa,0.32689210950080516,0.23468208092485549,0.27321668909825036,865.0
pykspa_noise,0.31108144192256343,0.26936416184971096,0.28872366790582404,865.0
qadars,0.9451219512195121,0.8959537572254336,0.9198813056379822,865.0
qakbot,0.8236607142857143,0.42658959537572255,0.5620715917745621,865.0
ramdo,0.9829351535836177,0.9988439306358381,0.9908256880733944,865.0
ramnit,0.2711864406779661,0.20346820809248556,0.23249669749009247,865.0
ranbyus_v1,0.7502726281352236,0.7953757225433526,0.7721661054994389,865.0
ranbyus_v2,0.7894736842105263,0.7283236994219653,0.7576668671076368,865.0
rovnix,0.9731113956466069,0.8786127167630058,0.9234507897934386,865.0
shiotob,0.8917861799217731,0.7907514450867053,0.8382352941176471,865.0
simda,0.8872180451127819,0.9549132947976878,0.9198218262806235,865.0
sisron,0.9988452655889145,1.0,0.999422299248989,865.0
suppobox_1,0.8801369863013698,0.8913294797687862,0.8856978747846065,865.0
suppobox_2,0.9740566037735849,0.9549132947976878,0.9643899591360187,865.0
suppobox_3,0.9751972942502819,1.0,0.9874429223744292,865.0
symmi,0.9965437788018433,1.0,0.998268897864974,865.0
tempedreve,0.47879282218597063,0.6786127167630058,0.561453849832616,865.0
tinba,0.5879292403746098,0.653179190751445,0.6188389923329681,865.0
vawtrak_v1,0.9885714285714285,1.0,0.9942528735632185,865.0
vawtrak_v2,0.9624145785876993,0.976878612716763,0.9695926563396444,865.0
vawtrak_v3,0.9224806201550387,0.9630057803468208,0.9423076923076924,865.0
zeus-newgoz,1.0,0.9976878612716763,0.9988425925925927,865.0
legit,0.7555066079295154,0.793063583815029,0.7738296672306825,865.0
accuracy,0.78714722883373,0.78714722883373,0.78714722883373,0.78714722883373
macro avg,0.7908812278565691,0.78714722883373,0.7840063195801267,44115.0
weighted avg,0.790881227856569,0.78714722883373,0.7840063195801265,44115.0
