,precision,recall,f1-score,support
alureon,0.32405891980360063,0.4578034682080925,0.3794920939147101,865.0
banjori,1.0,1.0,1.0,865.0
bedep,0.4843505477308294,0.715606936416185,0.5776948203453103,865.0
ccleaner,1.0,1.0,1.0,865.0
chinad,0.9384098544232923,0.96878612716763,0.9533560864618884,865.0
corebot,1.0,0.9930635838150289,0.9965197215777262,865.0
cryptolocker,0.4616840113528855,0.5641618497109827,0.5078043704474506,865.0
dircrypt,0.32653061224489793,0.24046242774566473,0.2769640479360852,865.0
dyre,1.0,1.0,1.0,865.0
fobber_v1,0.8241758241758241,0.953757225433526,0.8842443729903537,865.0
fobber_v2,0.3467094703049759,0.49942196531791905,0.40928469919469446,865.0
gozi_gpl,0.9644549763033176,0.9410404624277456,0.9526038619075482,865.0
gozi_luther,0.903755868544601,0.8901734104046243,0.8969132207338381,865.0
gozi_nasa,0.7963855421686747,0.7641618497109827,0.7799410029498526,865.0
gozi_rfc4343,0.7476340694006309,0.8219653179190751,0.7830396475770925,865.0
kraken_v1,0.6956521739130435,0.8508670520231214,0.7654706188247531,865.0
kraken_v2,0.5882352941176471,0.3815028901734104,0.46283309957924257,865.0
locky,0.5322376738305942,0.4867052023121387,0.5084541062801933,865.0
matsnu,0.9571938168846611,0.930635838150289,0.943728018757327,865.0
murofet_v1,0.9941383352872216,0.9803468208092485,0.9871944121071013,865.0
murofet_v2,0.8539553752535497,0.9734104046242774,0.9097784981091303,865.0
murofet_v3,1.0,0.9965317919075144,0.9982628836132021,865.0
necurs,0.8545918367346939,0.3872832369942196,0.5330151153540175,865.0
nymaim,0.9290085679314566,0.8774566473988439,0.9024970273483948,865.0
padcrypt,0.9896432681242808,0.9942196531791907,0.9919261822376009,865.0
pizd,0.7882472137791287,0.8994219653179191,0.8401727861771059,865.0
proslikefan,0.6140127388535032,0.5572254335260116,0.5842424242424242,865.0
pushdo,0.9241071428571429,0.9572254335260115,0.9403747870528109,865.0
pykspa,0.332,0.3838150289017341,0.3560321715817695,865.0
pykspa_noise,0.27945205479452057,0.11791907514450867,0.16585365853658537,865.0
qadars,0.8572916666666667,0.9514450867052023,0.9019178082191781,865.0
qakbot,0.8230088495575221,0.4300578034682081,0.5649202733485194,865.0
ramdo,0.9708193041526375,1.0,0.9851936218678816,865.0
ramnit,0.34814814814814815,0.1630057803468208,0.22204724409448817,865.0
ranbyus_v1,0.7758830694275274,0.7364161849710983,0.7556346381969158,865.0
ranbyus_v2,0.772782503037667,0.7352601156069364,0.7535545023696683,865.0
rovnix,0.9031531531531531,0.9271676300578034,0.9150028522532802,865.0
shiotob,0.9402261712439418,0.6728323699421965,0.7843665768194071,865.0
simda,0.8895966029723992,0.96878612716763,0.9275041505257333,865.0
sisron,1.0,1.0,1.0,865.0
suppobox_1,0.9145077720207254,0.8161849710982659,0.862553451435553,865.0
suppobox_2,0.9379932356257046,0.9618497109826589,0.9497716894977168,865.0
suppobox_3,0.981838819523269,1.0,0.9908361970217641,865.0
symmi,0.9953970080552359,1.0,0.9976931949250288,865.0
tempedreve,0.45964125560538116,0.7109826589595376,0.5583295506128008,865.0
tinba,0.5324543610547667,0.6069364161849711,0.5672609400324149,865.0
vawtrak_v1,0.9919724770642202,1.0,0.9959700633275763,865.0
vawtrak_v2,0.9513023782559457,0.9710982658959537,0.9610983981693363,865.0
vawtrak_v3,0.8518518518518519,0.9838150289017341,0.9130901287553649,865.0
zeus-newgoz,1.0,0.9988439306358381,0.9994216310005783,865.0
legit,0.7974025974025974,0.7098265895953757,0.7510703363914374,865.0
accuracy,0.7829309758585515,0.7829309758585515,0.7829309758585515,0.7829309758585515
macro avg,0.7871744394830262,0.7829309758585514,0.7773515879353501,44115.0
weighted avg,0.7871744394830261,0.7829309758585515,0.7773515879353501,44115.0
