,precision,recall,f1-score,support
alureon,0.3053941908713693,0.4254335260115607,0.35555555555555557,865.0
banjori,1.0,1.0,1.0,865.0
bedep,0.5394265232974911,0.6959537572254335,0.607773851590106,865.0
ccleaner,0.9988452655889145,1.0,0.999422299248989,865.0
chinad,0.9748502994011976,0.9410404624277456,0.9576470588235294,865.0
corebot,1.0,0.9942196531791907,0.9971014492753623,865.0
cryptolocker,0.4564732142857143,0.4728323699421965,0.4645088018171494,865.0
dircrypt,0.30515463917525776,0.17109826589595376,0.21925925925925924,865.0
dyre,0.9988452655889145,1.0,0.999422299248989,865.0
fobber_v1,0.8096590909090909,0.9884393063583815,0.890161374284227,865.0
fobber_v2,0.3069053708439898,0.4161849710982659,0.3532875368007851,865.0
gozi_gpl,0.9665127020785219,0.9676300578034682,0.9670710571923743,865.0
gozi_luther,0.9422336328626444,0.8485549132947977,0.8929440389294404,865.0
gozi_nasa,0.7815964523281597,0.815028901734104,0.797962648556876,865.0
gozi_rfc4343,0.7087857847976308,0.8300578034682081,0.7646432374866879,865.0
kraken_v1,0.717234262125903,0.8034682080924855,0.7579062159214831,865.0
kraken_v2,0.5851393188854489,0.4369942196531792,0.500330906684315,865.0
locky,0.5557046979865772,0.47861271676300576,0.5142857142857143,865.0
matsnu,0.9619047619047619,0.9341040462427745,0.9478005865102638,865.0
murofet_v1,0.9908045977011494,0.9965317919075144,0.9936599423631124,865.0
murofet_v2,0.8539325842696629,0.9664739884393063,0.9067245119305856,865.0
murofet_v3,1.0,0.9965317919075144,0.9982628836132021,865.0
necurs,0.6136950904392765,0.5491329479768786,0.5796217205613179,865.0
nymaim,0.945321992709599,0.8994219653179191,0.9218009478672986,865.0
padcrypt,0.9874141876430206,0.9976878612716763,0.99252443933295,865.0
pizd,0.8863892013498312,0.9109826589595376,0.8985176738882554,865.0
proslikefan,0.6363636363636364,0.4774566473988439,0.5455746367239102,865.0
pushdo,0.9205298013245033,0.9641618497109826,0.9418407679277244,865.0
pykspa,0.30759951749095293,0.2947976878612717,0.3010625737898465,865.0
pykspa_noise,0.3016759776536313,0.24971098265895952,0.2732447817836812,865.0
qadars,0.9554216867469879,0.9167630057803469,0.935693215339233,865.0
qakbot,0.5499334221038615,0.4774566473988439,0.5111386138613861,865.0
ramdo,0.9706877113866967,0.9953757225433526,0.9828767123287672,865.0
ramnit,0.2674698795180723,0.38497109826589593,0.3156398104265403,865.0
ranbyus_v1,0.7070815450643777,0.761849710982659,0.7334446299387869,865.0
ranbyus_v2,0.7808022922636103,0.630057803468208,0.6973768394113883,865.0
rovnix,0.9578313253012049,0.9190751445086706,0.9380530973451328,865.0
shiotob,0.8715151515151515,0.8312138728323699,0.850887573964497,865.0
simda,0.8623949579831933,0.9491329479768786,0.9036873968079252,865.0
sisron,0.9988452655889145,1.0,0.999422299248989,865.0
suppobox_1,0.9182027649769585,0.9213872832369943,0.919792267743797,865.0
suppobox_2,0.9416299559471366,0.9884393063583815,0.964467005076142,865.0
suppobox_3,0.9930955120828538,0.9976878612716763,0.9953863898500577,865.0
symmi,0.9919724770642202,1.0,0.9959700633275763,865.0
tempedreve,0.5337915234822451,0.5387283236994219,0.5362485615650172,865.0
tinba,0.6336405529953917,0.3179190751445087,0.42340261739799845,865.0
vawtrak_v1,0.9908361970217641,1.0,0.9953970080552359,865.0
vawtrak_v2,0.9548532731376975,0.9780346820809248,0.9663049685893774,865.0
vawtrak_v3,0.9024390243902439,0.9838150289017341,0.9413716814159293,865.0
zeus-newgoz,1.0,0.9965317919075144,0.9982628836132021,865.0
legit,0.8414795244385733,0.7364161849710983,0.785450061652281,865.0
accuracy,0.7813215459594243,0.7813215459594243,0.7813215459594243,0.7813215459594243
macro avg,0.7839669824095296,0.7813215459594242,0.7790233817296521,44115.0
weighted avg,0.7839669824095297,0.7813215459594243,0.779023381729652,44115.0
