,precision,recall,f1-score,support
alureon,0.23657289002557544,0.5645981688708036,0.3334334635025533,983.0
banjori,1.0,1.0,1.0,983.0
bedep,0.336741214057508,0.5361139369277721,0.413657770800628,983.0
ccleaner,0.9809619238476954,0.9959308240081384,0.9883897021706208,983.0
chinad,0.8482428115015974,0.5401831129196337,0.6600372902423864,983.0
corebot,0.9978094194961665,0.9267548321464903,0.9609704641350211,983.0
cryptolocker,0.3333333333333333,0.026449643947100712,0.049010367577756835,983.0
dircrypt,0.21052631578947367,0.024415055951169887,0.043755697356426614,983.0
dyre,0.9979695431472081,1.0,0.9989837398373984,983.0
fobber_v1,0.6473029045643154,0.9521871820956256,0.7706875257307534,983.0
fobber_v2,0.22912353347135955,0.3377416073245168,0.2730263157894737,983.0
gozi_gpl,0.8574317492416582,0.8626653102746694,0.8600405679513184,983.0
gozi_luther,0.6033950617283951,0.7955239064089522,0.6862659060991663,983.0
gozi_nasa,0.631336405529954,0.13936927772126145,0.22833333333333336,983.0
gozi_rfc4343,0.4127094972067039,0.6012207527975585,0.4894409937888199,983.0
kraken_v1,0.7461077844311377,0.6337741607324516,0.6853685368536854,983.0
kraken_v2,0.3543859649122807,0.10274669379450661,0.15930599369085174,983.0
locky,0.1798084008843036,0.24821973550356052,0.20854700854700853,983.0
matsnu,0.801056338028169,0.9257375381485249,0.8588957055214724,983.0
murofet_v1,0.8771428571428571,0.9369277721261444,0.9060501721593704,983.0
murofet_v2,0.6697183098591549,0.9674465920651069,0.7915106117353309,983.0
murofet_v3,1.0,0.9867751780264497,0.9933435739887352,983.0
necurs,0.1513157894736842,0.04679552390640895,0.07148407148407149,983.0
nymaim,0.7926701570680629,0.7700915564598169,0.781217750257998,983.0
padcrypt,0.9320594479830149,0.8931841302136317,0.9122077922077922,983.0
pizd,0.43135345666991237,0.4506612410986775,0.4407960199004975,983.0
proslikefan,0.40097799511002447,0.16683621566632756,0.23563218390804602,983.0
pushdo,0.6536748329621381,0.5971515768056969,0.6241360978203083,983.0
pykspa,0.0,0.0,0.0,983.0
pykspa_noise,0.18581341557440248,0.4903357070193286,0.2694995806541795,983.0
qadars,0.6488095238095238,0.6653102746693794,0.6569563033651431,983.0
qakbot,0.8928571428571429,0.0254323499491353,0.04945598417408507,983.0
ramdo,0.8415929203539823,0.9674465920651069,0.9001419782300047,983.0
ramnit,0.1949404761904762,0.13326551373346898,0.1583081570996979,983.0
ranbyus_v1,0.41843971631205673,0.12004069175991862,0.1865612648221344,983.0
ranbyus_v2,0.4151846785225718,0.6174974567650051,0.49652351738241296,983.0
rovnix,0.7967097532314924,0.6897253306205493,0.7393675027262814,983.0
shiotob,0.531934306569343,0.5930824008138352,0.5608465608465608,983.0
simda,0.3837730214036834,0.7843336724313327,0.5153743315508021,983.0
sisron,0.9660493827160493,0.9552390640895219,0.960613810741688,983.0
suppobox_1,0.4233502538071066,0.4242115971515768,0.42378048780487804,983.0
suppobox_2,0.7216666666666667,0.8809766022380467,0.79340357306459,983.0
suppobox_3,0.9327569644572526,0.987792472024415,0.9594861660079052,983.0
symmi,0.9469623915139826,0.9989827060020345,0.9722772277227724,983.0
tempedreve,0.25448028673835127,0.14445574771108852,0.18429591174561974,983.0
tinba,0.16188524590163936,0.08036622583926754,0.10740992522093815,983.0
vawtrak_v1,0.889090909090909,0.9949135300101729,0.9390302448391743,983.0
vawtrak_v2,0.3802605210420842,0.7721261444557477,0.5095669687814703,983.0
vawtrak_v3,0.3573743922204214,0.4486266531027467,0.39783491204330174,983.0
zeus-newgoz,0.9989462592202318,0.9643947100712106,0.9813664596273293,983.0
legit,0.8843373493975903,0.3733468972533062,0.525035765379113,983.0
accuracy,0.5910079189356312,0.5910079189356312,0.5910079189356312,0.5910079189356312
macro avg,0.5988420297071108,0.5910079189356312,0.5629738292200177,50133.0
weighted avg,0.5988420297071106,0.5910079189356312,0.5629738292200178,50133.0
