,precision,recall,f1-score,support
alureon,0.27740492170022374,0.39914163090128757,0.3273207215134184,932.0
banjori,1.0,1.0,1.0,932.0
bedep,0.6600496277915633,0.5708154506437768,0.6121979286536249,932.0
ccleaner,1.0,1.0,1.0,932.0
chinad,0.9909443725743855,0.8218884120171673,0.8985337243401759,932.0
corebot,0.9989177489177489,0.990343347639485,0.9946120689655172,932.0
cryptolocker,0.46923076923076923,0.26180257510729615,0.33608815426997246,932.0
dircrypt,0.342143906020558,0.25,0.2889026658400496,932.0
dyre,1.0,1.0,1.0,932.0
fobber_v1,0.8108365019011406,0.9152360515021459,0.8598790322580645,932.0
fobber_v2,0.27169811320754716,0.5407725321888412,0.36167922497308935,932.0
gozi_gpl,0.9414225941422594,0.9656652360515021,0.9533898305084746,932.0
gozi_luther,0.9336550060313631,0.8304721030042919,0.879045996592845,932.0
gozi_nasa,0.7182266009852217,0.7821888412017167,0.74884437596302,932.0
gozi_rfc4343,0.7052529182879378,0.7778969957081545,0.739795918367347,932.0
kraken_v1,0.6775043936731108,0.8272532188841202,0.7449275362318842,932.0
kraken_v2,0.42516268980477223,0.21030042918454936,0.2814070351758794,932.0
locky,0.4264870931537598,0.40772532188841204,0.41689522764673614,932.0
matsnu,0.9653979238754326,0.898068669527897,0.9305169538632574,932.0
murofet_v1,0.9849785407725322,0.9849785407725322,0.9849785407725322,932.0
murofet_v2,0.8743400211193242,0.8884120171673819,0.8813198509845662,932.0
murofet_v3,1.0,0.9957081545064378,0.9978494623655914,932.0
necurs,0.5700934579439252,0.26180257510729615,0.35882352941176476,932.0
nymaim,0.9037610619469026,0.8766094420600858,0.8899782135076252,932.0
padcrypt,0.9903640256959315,0.9924892703862661,0.9914255091103965,932.0
pizd,0.7117031398667936,0.8025751072961373,0.7544125063035805,932.0
proslikefan,0.437719298245614,0.5354077253218884,0.48166023166023164,932.0
pushdo,0.8561576354679803,0.9324034334763949,0.8926553672316384,932.0
pykspa,0.24539282250242483,0.27145922746781115,0.25776872134488027,932.0
pykspa_noise,0.30993377483443707,0.2510729613733906,0.2774155305275637,932.0
qadars,0.9521963824289406,0.7907725321888412,0.8640093786635404,932.0
qakbot,0.7080610021786492,0.3487124463519313,0.4672897196261683,932.0
ramdo,0.9655172413793104,0.9914163090128756,0.9782953943885655,932.0
ramnit,0.27845884413309985,0.34120171673819744,0.3066538090646095,932.0
ranbyus_v1,0.5038062283737024,0.7811158798283262,0.6125368111064367,932.0
ranbyus_v2,0.6706521739130434,0.6620171673819742,0.6663066954643628,932.0
rovnix,0.9479166666666666,0.878755364806867,0.9120267260579066,932.0
shiotob,0.7312138728323699,0.8143776824034334,0.7705583756345177,932.0
simda,0.8739376770538244,0.6620171673819742,0.7533577533577535,932.0
sisron,0.9946638207043756,1.0,0.9973247726056714,932.0
suppobox_1,0.8443877551020408,0.7103004291845494,0.7715617715617716,932.0
suppobox_2,0.8507177033492823,0.953862660944206,0.8993424380374305,932.0
suppobox_3,0.9717868338557993,0.9978540772532188,0.984647961884595,932.0
symmi,0.9914802981895634,0.9989270386266095,0.9951897381079636,932.0
tempedreve,0.3820572312451663,0.5300429184549357,0.4440449438202247,932.0
tinba,0.502283105022831,0.23605150214592274,0.32116788321167883,932.0
vawtrak_v1,0.9883351007423118,1.0,0.9941333333333333,932.0
vawtrak_v2,0.791907514450867,0.8819742489270386,0.8345177664974619,932.0
vawtrak_v3,0.8374485596707819,0.8733905579399142,0.8550420168067228,932.0
zeus-newgoz,1.0,0.9957081545064378,0.9978494623655914,932.0
legit,0.6931937172774869,0.7103004291845494,0.7016428192898782,932.0
accuracy,0.7333585794832954,0.7333585794832954,0.7333585794832954,0.7333585794832954
macro avg,0.7446823664365446,0.7333585794832956,0.730780851554312,47532.0
weighted avg,0.7446823664365445,0.7333585794832954,0.7307808515543119,47532.0
