,precision,recall,f1-score,support
alureon,0.2989985693848355,0.6490683229813664,0.40940254652301666,966.0
banjori,1.0,1.0,1.0,966.0
bedep,0.42866043613707167,0.7122153209109731,0.5352003111629716,966.0
ccleaner,0.9938144329896907,0.9979296066252588,0.9958677685950412,966.0
chinad,0.8792934249263984,0.927536231884058,0.9027707808564233,966.0
corebot,0.9947862356621481,0.9875776397515528,0.9911688311688311,966.0
cryptolocker,0.32930845225027444,0.3105590062111801,0.3196590303676079,966.0
dircrypt,0.22566371681415928,0.052795031055900624,0.08557046979865772,966.0
dyre,0.9989648033126294,0.9989648033126294,0.9989648033126294,966.0
fobber_v1,0.7235387045813586,0.94824016563147,0.8207885304659498,966.0
fobber_v2,0.2600502512562814,0.21428571428571427,0.23496027241770717,966.0
gozi_gpl,0.927461139896373,0.9265010351966874,0.9269808389435525,966.0
gozi_luther,0.8715083798882681,0.8074534161490683,0.8382590005373455,966.0
gozi_nasa,0.5659824046920822,0.7991718426501035,0.6626609442060085,966.0
gozi_rfc4343,0.6851851851851852,0.5362318840579711,0.6016260162601627,966.0
kraken_v1,0.6846511627906977,0.7619047619047619,0.7212150906418422,966.0
kraken_v2,0.39961759082217974,0.2163561076604555,0.28072531900604436,966.0
locky,0.23177083333333334,0.18426501035196688,0.20530565167243367,966.0
matsnu,0.8908212560386474,0.9544513457556936,0.9215392303848075,966.0
murofet_v1,0.8842897460018815,0.9730848861283644,0.9265648102513553,966.0
murofet_v2,0.741608118657299,0.9834368530020704,0.8455718736092568,966.0
murofet_v3,0.998960498960499,0.994824016563147,0.9968879668049793,966.0
necurs,0.2669902912621359,0.056935817805383024,0.09385665529010238,966.0
nymaim,0.8281553398058252,0.8830227743271222,0.8547094188376754,966.0
padcrypt,0.935609756097561,0.9927536231884058,0.9633350075339027,966.0
pizd,0.6613756613756614,0.6469979296066253,0.6541077969649398,966.0
proslikefan,0.4406779661016949,0.32298136645962733,0.37275985663082434,966.0
pushdo,0.7822057460611678,0.8737060041407867,0.8254278728606357,966.0
pykspa,0.27692307692307694,0.2981366459627329,0.28713858424725824,966.0
pykspa_noise,0.34379905808477235,0.2267080745341615,0.2732376793512165,966.0
qadars,0.9041095890410958,0.7515527950310559,0.8208027133973996,966.0
qakbot,0.8314606741573034,0.15320910973084886,0.25874125874125875,966.0
ramdo,0.9128787878787878,0.9979296066252588,0.95351137487636,966.0
ramnit,0.19741100323624594,0.31573498964803315,0.2429311031461569,966.0
ranbyus_v1,0.4350453172205438,0.4472049689440994,0.44104134762633995,966.0
ranbyus_v2,0.3787638668779715,0.7422360248447205,0.5015739769150053,966.0
rovnix,0.9271604938271605,0.777432712215321,0.8457207207207208,966.0
shiotob,0.7550505050505051,0.6190476190476191,0.6803185437997724,966.0
simda,0.6958661417322834,0.7318840579710145,0.7134207870837538,966.0
sisron,1.0,1.0,1.0,966.0
suppobox_1,0.6660098522167488,0.6997929606625258,0.6824835941443715,966.0
suppobox_2,0.7985074626865671,0.8861283643892339,0.8400392541707555,966.0
suppobox_3,0.920268972142171,0.9917184265010351,0.9546586945690084,966.0
symmi,0.992798353909465,0.9989648033126294,0.9958720330237358,966.0
tempedreve,0.4094151212553495,0.2971014492753623,0.34433113377324537,966.0
tinba,0.32489451476793246,0.07971014492753623,0.12801330008312553,966.0
vawtrak_v1,0.966,1.0,0.982706002034588,966.0
vawtrak_v2,0.7032640949554896,0.7360248447204969,0.7192716236722306,966.0
vawtrak_v3,0.6425,0.7981366459627329,0.7119113573407202,966.0
zeus-newgoz,1.0,0.9875776397515528,0.99375,966.0
legit,0.6941580756013745,0.6273291925465838,0.6590538336052202,966.0
accuracy,0.6838590508667235,0.6838590508667235,0.6838590508667235,0.6838590508667235
macro avg,0.6805144130558859,0.6838590508667235,0.6669885414005284,49266.0
weighted avg,0.6805144130558861,0.6838590508667235,0.6669885414005284,49266.0
